text,target
"From: millernw@craft.camp.clarkson.edu (Neal Miller) Subject: Re: Trying to view POV files..... Nntp-Posting-Host: craft.clarkson.edu Organization: Clarkson University Lines: 31  merkelbd@sage.cc.purdue.edu (Brian Merkel) writes:  >In article <1993Apr11.132604.13400@ornl.gov> ednobles@sacam.OREN.ORTN.EDU (Edward d Nobles) writes: >> >>I've been trying to view .tga files created in POVRAY.  I have the Diamond >>SpeedStar 24 Video board (not the _24X_).  So far I can convert them to >>jpeg using cjpeg and view them with CVIEW but that only displays 8 bit color. >> >>I'm looking for some way to convert and/or view them in 24 bit. >> >>I have UNIVESA (uvesa31.zip) and the DVPEG viewer but I don't get anything. >>Perhaps I am not setting up UNIVESA properly?  If anyone has ideas about this >>please feel free to enlighten me... >> >>Just want to see the darn things in real color...  >Image Alchemy (aka alchemy) will view the TGA files that POV outputs > and just about any other format you can think of. It will also convert > between all these. It's shareware, so it's probably available by FTP > somwhere out there in netland...          Yep... Alchemy works fine on my Tseng400+DAC, but I think I remember reading that it only displays in 15-bit or so.  Of course, that's still 32K colors which is nothing to sneeze at.  Use the --v flag.   -- -----------------------------------------------------------------------------  Neal Miller         | ""Why not go mad?""  | millernw@craft.camp.clarkson.edu  Clarkson University |     - Ford Prefect |     dark@craft.camp.clarkson.edu ----------------------------------------------------------------------------- ",comp.graphics
"From: andreasa@dhhalden.no (ANDREAS ARFF) Subject: Re: Newsgroup Split Lines: 40 Nntp-Posting-Host: pc110 Organization: Ostfold College  In article <1quvdoINN3e7@srvr1.engin.umich.edu> tdawson@engin.umich.edu (Chris Herringshaw) writes: >From: tdawson@engin.umich.edu (Chris Herringshaw) >Subject: Newsgroup Split >Date: 19 Apr 1993 19:43:52 GMT >Concerning the proposed newsgroup split, I personally am not in favor of >doing this.  I learn an awful lot about all aspects of graphics by reading >this group, from code to hardware to algorithms.  I just think making 5 >different groups out of this is a wate, and will only result in a few posts >a week per group.  I kind of like the convenience of having one big forum >for discussing all aspects of graphics.  Anyone else feel this way? >Just curious. > > >Daemon >  Actuallay I don't, but on the other hand I don't support the idea of having one newsgroup for every aspect of graphics programming as proposed by Brian, in his reply to my original posting. I would suggest a looser structure more like a comp.graphics.programmer, comp.graphics.hw_and_sw The reason for making as few groups as possible is for the same reason you say we shouldn't spilt up, not to get to few postings every day. I takes to much time to browse through all postings just to find two or  three I'm interested in.  I understand and agree when you say you want all aspects of graphics in one meeting. I agree to some extension. I see news as a forum to exchange ideas, help others or to be helped. I think this is difficult to achive if there are so many different things in one meeting.  Good evening netters|-)  Arff ""Also for the not religous confessor, there is a mystery of higher values, who's birth mankind - to the last - builds upon. They are indisputible. And  often disregarded. Seldom you hear them beeing prized, as seldom as you hear  a seeing man prizeing what he sees."" Per Lagerkvist, The Fist  (Free translation from Swedish)               --Andreas Arff  andreasa@dhhalden.no-- ",comp.graphics
"From: zyeh@caspian.usc.edu (zhenghao yeh) Subject: Re: Fast wireframe graphics Organization: University of Southern California, Los Angeles, CA Lines: 14 Distribution: usa NNTP-Posting-Host: caspian.usc.edu   In article <C5tK4u.C6t@cs.columbia.edu>, ykim@cs.columbia.edu (Yong Su Kim) writes: |>  |> I am working on a program to display 3d wireframe models with the user |> being able to arbitrarily change any of the viewing parameters.  Also, |> the wireframe objects are also going to have dynamic attributes so |> that they can move around while the user is ""exploring"" the wireframe |> world.  	Why don't you consider PHIGS in X or PEX lib?  	Yeh 	USC  ",comp.graphics
"From: bil@okcforum.osrhe.edu (Bill Conner) Subject: Re: Bill Conner: Nntp-Posting-Host: okcforum.osrhe.edu Organization: Okcforum Unix Users Group X-Newsreader: TIN [version 1.1 PL9] Lines: 6   Could you explain what any of this pertains to? Is this a position statement on something or typing practice? And why are you using my name, do you think this relates to anything I've said and if so, what.  Bill ",alt.atheism
"From: andreasa@dhhalden.no (ANDREAS ARFF) Subject: Re: Newsgroup Split Lines: 41 Nntp-Posting-Host: pc137 Organization: Ostfold College  In article <NERONE.93Apr20085951@sylvester.cc.utexas.edu> nerone@ccwf.cc.utexas.edu (Michael Nerone) writes: >From: nerone@ccwf.cc.utexas.edu (Michael Nerone) >Subject: Re: Newsgroup Split >Date: 20 Apr 93 08:59:51 >In article <1quvdoINN3e7@srvr1.engin.umich.edu>, tdawson@engin.umich.edu (Chris Herringshaw) writes: > >  CH> Concerning the proposed newsgroup split, I personally am not in >  CH> favor of doing this.  I learn an awful lot about all aspects of >  CH> graphics by reading this group, from code to hardware to >  CH> algorithms.  I just think making 5 different groups out of this >  CH> is a wate, and will only result in a few posts a week per group. >  CH> I kind of like the convenience of having one big forum for >  CH> discussing all aspects of graphics.  Anyone else feel this way? >  CH> Just curious. > >I must agree.  There is a dizzying number of c.s.amiga.* newsgroups >already.  In addition, there are very few issues which fall cleanly >into one of these categories. > >Also, it is readily observable that the current spectrum of amiga >groups is already plagued with mega-crossposting; thus the group-split >would not, in all likelihood, bring about a more structured >environment. > >-- >   /~~~~~~~~~~~~~~~~~~~\/~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\ >  /    Michael Nerone   \""I shall do so with my customary lack of tact; and\ > /   Internet Address:   \since you have asked for this, you will be obliged\ >/nerone@ccwf.cc.utexas.edu\to pardon it.""-Sagredo, fictional char of Galileo.\   Maybe I should point out that we are not talking about c.s.amiga.*. Only comp.graphics.  Arff ""Also for the not religous confessor, there is a mystery of higher values, who's birth mankind - to the last - builds upon. They are indisputible. And  often disregarded. Seldom you hear them beeing prized, as seldom as you hear  a seeing man prizeing what he sees."" Per Lagerkvist, The Fist  (Free translation from Swedish)               --Andreas Arff  andreasa@dhhalden.no-- ",comp.graphics
"From: bil@okcforum.osrhe.edu (Bill Conner) Subject: Re: [soc.motss, et al.] ""Princeton axes matching funds for Boy Scouts"" Nntp-Posting-Host: okcforum.osrhe.edu Organization: Okcforum Unix Users Group X-Newsreader: TIN [version 1.1 PL6] Lines: 162  C.Wainwright (eczcaw@mips.nott.ac.uk) wrote: : I : |> Jim, : |>  : |> I always thought that homophobe was only a word used at Act UP : |> rallies, I didn't beleive real people used it. Let's see if we agree : |> on the term's definition. A homophobe is one who actively and : |> militantly attacks homosexuals because he is actually a latent : |> homosexual who uses his hostility to conceal his true orientation. : |> Since everyone who disapproves of or condemns homosexuality is a : |> homophobe (your implication is clear), it must necessarily follow that : |> all men are latent homosexuals or bisexual at the very least. : |>  :  : Crap crap crap crap crap.  A definition of any type of 'phobe comes from : phobia = an irrational fear of.  Hence a homophobe (not only in ACT UP meetings, : the word is apparently in general use now.  Or perhaps it isn't in the bible?   : Wouldst thou prefer if I were to communicate with thou in bilespeak?) :  : Does an arachnophobe have an irrational fear of being a spider?  Does an : agoraphobe have an irrational fear of being a wide open space?  Do you : understand English? :  : Obviously someone who has  phobia will react to it.  They will do their best : to avoid it and if that is not possible they will either strike out or : run away.  Or do gaybashings occur because of natural processes?  People : who definately have homophobia will either run away from gay people or : cause them (or themselves) violence. :   Isn't that what I said ... What are you taking issue with here, your remarks are merely parenthetical to mine and add nothing useful.  : [...] :  : |> It would seem odd if homosexuality had any evolutionary function : |> (other than limiting population growth) since evolution only occurs : |> when the members of one generation pass along their traits to : |> subsequent generations. Homosexuality is an evolutionary deadend. If I : |> take your usage of the term, homophobe, in the sense you seem to : |> intend, then all men are really homosexual and evolution of our : |> species at least, is going nowhere. : |>  :  : So *every* time a man has sex with a woman they intend to produce children? : Hmm...no wonder the world is overpopulated.  Obviously you keep to the : Monty Python song:  ""Every sperm is sacred"".  And if, as *you* say, it has : a purpose as a means to limit population growth then it is, by your own  : arguement, natural.  Consider the context, I'm talking about an evolutionary function. One of the most basic requirements of evolution is that members of a species procreate, those who don't have no purpose in that context.  :  : |> Another point is that if the offspring of each generation is to : |> survive, the participation of both parents is necessary - a family must : |> exist, since homosexuals do not reproduce, they cannot constitute a : |> family. Since the majority of humankind is part of a family, : |> homosexuality is an evolutionary abberation, contrary to nature if you : |> will. : |>  :  : Well if that is true, by your own arguements homosexuals would have  : vanished *years* ago due to non-procreation.  Also the parent from single : parent families should put the babies out in the cold now, cos they must, : by your arguement, die.  By your argument, homosexuality is genetically determined. As to your second point, you prove again that you have no idea what context means. I am talking about evolution, the preservation of the species, the fundamental premise of the whole process. :  : |> But it gets worse. Since the overwhelming majority of people actually : |> -prefer- a heterosexual relationship, homosexuality is a social : |> abberation as well. The homosexual eschews the biological imperative : |> to reproduce and then the social imperative to form and participate in : |> the most fundamental social element, the family. But wait, there's : |> more. : |>  :  : Read the above.  I expect you to have at least ten children by now, with : the family growing.  These days sex is less to do with procreation (admittedly : without it there would be no-one) but more to do with pleasure.  In pre-pill : and pre-condom days, if you had sex there was the chance of producing children. : These days is just ain't true!  People can decide whether or not to have  : children and when.  Soon they will be able to choose it's sex &c (but that's  : another arguement...) so it's more of a ""lifestyle"" decision.  Again by : your arguement, since homosexuals can not (or choose not) to reproduce they must : be akin to people who decide to have sex but not children.  Both are  : as ""unnatural"" as each other.  Yet another non-sequitur. Sex is an evolutionary function that exists for procreation, that it is also recreation is incidental. That homosexuals don't procreate means that sex is -only- recreation and nothing more; they serve no -evolutionary- purpose.  :  : |> Since homosexuals have come out the closet and have convinced some : |> policy makers that they have civil rights, they are now claiming that : |> their sexuality is a preference, a life-style, an orientation, a : |> choice that should be protected by law. Now if homosexuality is a mere : |> choice and if it is both contrary to nature and anti-social, then it : |> is a perverse choice; they have even less credibility than before they : |> became prominent.  : |>  :  : People are people are people.  Who are you to tell anyone else how to live : their life?  Are you god(tm)?  If so, fancy a date?  Here's pretty obvious dodge, do you really think you've said anything or do you just feel obligated to respond to every statement? I am not telling anyone anything, I am demonstrating that there are arguments against the practice of homosexuality (providing it's a merely an alternate lifestlye) that are not homophobic, that one can reasonably call it perverse in a context even a atheist can understand. I realize of course that this comes dangerously close to establishing  a value, and that atheists are compelled to object on that basis, but if you are to be consistent, you have no case in this regard. :  : |> To characterize any opposition to homosexuality as homophobic is to : |> ignore some very compelling arguments against the legitimization of : |> the homosexual ""life-style"". But since the charge is only intended to : |> intimidate, it's really just demogoguery and not to be taken : |> seriously. Fact is, Jim, there are far more persuasive arguments for : |> suppressing homosexuality than those given, but consider this a start. : |>  :  : Again crap.  All your arguments are based on outdated ideals.  Likewise the : bible.  Would any honest Christian condemn the ten generations spawned by : a ""bastard"" to eternal damnation?  Or someone who crushes his penis (either : accidently or not..!).  Both are in Deuteronomy.  I'm sure your comment pertains to something, but you've disguised it so well I can't see what. Where did I mention ideals, out-dated or otherwise? Your arguments are very reactionary; do you have anything at all to contribute?  :  : |> As to why homosexuals should be excluded from participation in : |> scouting, the reasons are the same as those used to restrict them from : |> teaching; by their own logic, homosexuals are deviates, social and : |> biological. Since any adult is a role model for a child, it is : |> incumbent on the parent to ensure that the child be isolated from : |> those who would do the child harm. In this case, harm means primarily : |> social, though that could be extended easily enough. : |>  : |>  :  : You show me *anyone* who has sex in a way that everyone would describe as : normal, and will take of my hat (Puma baseball cap) to you.  ""One man's meat : is another man's poison""! :   What has this got to do with anything? Would you pick a single point that you find offensive and explain your objections, I would really like to believe that you can discuss this issue intelligibly.  Bill   ",alt.atheism
"From: ekr@kyle.eitech.com (Eric Rescorla) Subject: Re: After 2000 years, can we say that Christian Morality is Organization: EIT Lines: 29 NNTP-Posting-Host: kyle.eitech.com  In article <1qjd3o$nlv@horus.ap.mchp.sni.de> frank@D012S658.uucp (Frank O'Dwyer) writes: >In article <sandvik-140493230024@sandvik-kent.apple.com# sandvik@newton.apple.com (Kent Sandvik) writes: >#In article <1qie61$fkt@horus.ap.mchp.sni.de>, frank@D012S658.uucp (Frank >#O'Dwyer) wrote: >#> Objective morality is morality built from objective values. ># >#You now pushed down the defintion of objectivity into realm of >#objective values. So you need to explain that as well, as well >#as the objective sub-parts, the objective atoms, quarks... >Firstly, science has its basis in values, not the other way round. You keep saying that. I do not think it means what you think it means. Perhaps you should explain what you think ""science has it's basis in values"" means. The reason why people DO science is that they value it's results. That does not mean that science has it's basis in values. Any more than DES stops working if I stop valuing my privacy.  >So you better explain what objective atoms are, and how we get them >from subjective values, before we go any further. See above.  -Ekr   --  Eric Rescorla                                     ekr@eitech.com              Would you buy used code from this man?          ",talk.religion.misc
"From: esuoc@csv.warwick.ac.uk (Ajay Soni) Subject: Re: Please Recommend 3D Graphics Library For M Organization: Computing Services, University of Warwick, UK Lines: 44 Distribution: world Reply-To: esuoc@csv.warwick.ac.uk NNTP-Posting-Host: thyme.csv.warwick.ac.uk     In article 2G1@bcstec.ca.boeing.com, rgc3679@bcstec.ca.boeing.com (Robert G. Carpenter) writes: >Hi Netters, > >I'm building a CAD package and need a 3D graphics library that can handle >some rudimentry tasks, such as hidden line removal, shading, animation, etc. > >Can you please offer some recommendations? > >I'll also need contact info (name, address, email...) if you can find it. > >Thanks > >(Please Post Your Responses, in case others have same need) > >Bob Carpenter >  I've been given the sites of some excellent 3D objects on all sorts of file formats ... Here's where they are:   Host plaza.aarnet.edu.au      Location: /graphics/graphics/mirrors       DIRECTORY drwxr-xr-x        512  Apr  4 14:32  avalon.chinalake.navy.mil  Host compute1.cc.ncsu.edu      Location: /mirrors/wustl/graphics/graphics/mirrors       DIRECTORY drwxr-xr-x        512  Mar 14 09:15  avalon.chinalake.navy.mil  Host wuarchive.wustl.edu      Location: /graphics/graphics/mirrors       DIRECTORY drwxr-xr-x        512  Jan  3 06:29  avalon.chinalake.navy.mil   See ya! 					Ajay 8*)   ",comp.graphics
"From: 18084TM@msu.edu (Tom) Subject: Level 5? X-Added: Forwarded by Space Digest Organization: [via International Space University] Original-Sender: isu@VACATION.VENARI.CS.CMU.EDU Distribution: sci Lines: 13   Nick Haines sez; >(given that I've heard the Shuttle software rated as Level 5 in >maturity, I strongly doubt that this [having lots of bugs] is the case).  Level 5?  Out of how many?  What are the different levels?  I've never heard of this rating system.  Anyone care to clue me in?  -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases, 18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows. ------------------------------------------------------------------------- ",sci.space
"From: ebuhcb@ebu.ericsson.se (Cuyler Buckwalter 66678) Subject: Re: So what is the fastest Windows video c Reply-To: ebuhcb@ebu.ericsson.se Organization: Ericsson Business Communications, Inc. Lines: 9 Nntp-Posting-Host: bones.ebu.ericsson.se X-Disclaimer: This article was posted by a user at Ericsson.               Any opinions expressed are strictly those of the               user and not necessarily those of Ericsson.  In article 16APR199309101156@trentu.ca, ayounes@trentu.ca (Amro Younes, Trent University, C.C. #314, Peterborough, ON, Canada K9J 7B8. (705) 749-0391) writes: >I have the ATI GRAPHICS ULTRA PRO EISA version.  I must admit it has  >received bad press but that was due to the faulty drivers it had.    PC Magazine seems to be impressed with the ATI card in their most recent reviews.  In the April 13th issue they rate the ATI Graphics Ultra Pro (EISA version) as their ""Editor's Choice"".  They noted that the drivers had improved since they tested the ISA version in January...                                                             ...Cuyler ",comp.graphics
"From: weber@sipi.usc.edu (Allan G. Weber) Subject: Need help with Mitsubishi P78U image printer Organization: University of Southern California, Los Angeles, CA Lines: 26 Distribution: na NNTP-Posting-Host: sipi.usc.edu  Our group recently bought a Mitsubishi P78U video printer and I could use some help with it.  We bought this thing because it (1) has a parallel data input in addition to the usual video signal inputs and (2) claimed to print 256 gray level images.  However, the manual that came with it only describes how to format the parallel data to print 1 and 4 bit/pixel images.  After some initial problems with the parallel interface I now have this thing running from a parallel port of an Hewlett-Packard workstation and I can print 1 and 4 bit/pixel images just fine.  I called the Mitsubishi people and asked about the 256 level claim and they said that was only available when used with the video signal inputs.  This was not mentioned in the sales literature.  However they did say the P78U can do 6 bit/pixel (64 level) images in parallel mode, but they didn't have any information about how to program it to do so, and they would call Japan, etc.  Frankly, I find it hard to believe that if this thing can do 8 bit/pixel images from the video source, it can't store 8 bits/pixel in the memory.  It's not like memory is that expensive any more.  If anybody has any information on getting 6 bit/pixel (or even 8 bit/pixel) images out of this thing, I would greatly appreciate your sending it to me.  Thanks.  Allan Weber Signal & Image Processing Institute University of Southern California weber@sipi.usc.edu ",comp.graphics
"From: tclark@tlcslip.uncecs.edu (Thomas B. Clark) Subject: Re: ""So help you God"" in court?   Reply-To: tclark@med.unc.edu Organization: UNC School of Medicine Lines: 11  I don't think there is really any question about which god the courts mean.  The request for solemnly swearing, so help you god,  is always made after a request to pick up the bible in your left hand and hold up your right hand.  In the courts of NC, at least, it is always an old and new testament.  Though it is hard to imagine, picking up the bible and swearing to (whatever) god is sometimes the least of the religious influence.  There is a court in Greensboro, NC, where the judge routinely has everyone in the courtroom stand to join him in prayer at the beginning of every session.  I've thought about sitting through it, but I'm not terribly anxious to spend 30 days in jail... ",alt.atheism
"From: phew@gu.uwa.edu.au (Patrick Hew) Subject: Re: Color pict of spinning Earth Organization: The University of Western Australia Lines: 22 NNTP-Posting-Host: mackerel.gu.uwa.edu.au  ESTOP07@CONRAD.APPSTATE.EDU (*ACS) writes:  >Sorry if this is the wrong place to post this  >	I was crusing the net earlier this year and came upon something called  >Color pict of spinning earth.  I am assuming it is a animation sequence of the  >earth's rotation (or revolution I always get those mixed up).  At the time I  >found it my sysem would not even support color graphics so I didn't bother to  >get the pict.  Now I have a fairly nice system and cant find the pict again! >If anyone can help please post here or E-mail me  >Thanks in advance >Eric (Estop07@conrad.appstate.edu)  Likewise for me please. First time I've hear of it, but I've beem looking for something like this for the past few months.  Patrick Hew 2nd Year Science/ Engineering University of Western Australia phew@tartarus.uwa.edu.au phew@mackerel.gu.uwa.edu.au  ",comp.graphics
"From: rush@leland.Stanford.EDU (Voelkerding) Subject: Re: Death Penalty (was Re: Political Atheists?) Organization: DSG, Stanford University, CA 94305, USA Lines: 52  In article <11812@vice.ICO.TEK.COM> bobbe@vice.ICO.TEK.COM (Robert Beauchaine) writes: >In article <1993Apr14.205414.3982@leland.Stanford.EDU> rush@leland.Stanford.EDU (Voelkerding) writes: >> >>If we worry about the one case in 20,000 (or more) where an innocent man is >>convicted of something horrible enough to warrant the death penalty,  and >>hence put laws into place which make it virtually impossible to actually >>execute real criminals,  then the death penalty is not serving its original >>purpose.  It should either be changed or done away with. >> > >  I don't have numbers to back this up, so take the following >  accordingly. > >  You use an off-the-cuff number of 1 in 20,000 innocent people >  sentenced to die as an acceptable loss for the benefit of capital >  punishment.  I'd be very, very surprised if the ratio were that >  low.  There have been approximately a dozen known cases of the >  execution of the innocent in the US since the turn of the century. >  Have we in that same period sentenced 240,000 people to death? >  Accounting for those cases that we don't know the truth, it seems >  reasonable to assume that twice that many innocent people have in >  fact been executed.  That would raise the number of death >  sentences metered out since 1900 to half a million for your >  acceptance ratio to hold.  I rather doubt that's the case. > > >  The point, of course, is what *is* an acceptable loss.  1 in >  10,000?  Seems we're probably not doing even that well.  1 in 100? >  1 in 2?  Or should we perhaps find a better solution? > >/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\  > >Bob Beauchaine bobbe@vice.ICO.TEK.COM  >  Any suggestions as to what a better solution might be?  I realize the off-hand nature of the numbers I used.  And I can't answer as to what an acceptable loss rate is.  However,  as I said in another post,  I despise the idea of supporting criminals for life.  It's the economics of the situation that concern me most.  The money spent feeding, clothing, housing and taking care of people who have demonstrated that they are unfit to live in society could go to a number of places,  all of which I, and probably others,  would consider far more worthwhile and which would enrish the lives of all Americans.  Give people jobs,  give the homeless shelter.  Any number of things.  Clyde   --  Little girls,  like butterflies, don't need a reason! 					- Robert Heinlein ",alt.atheism
"From: noble@possum.den.mmc.com (Joe A Noble) Subject: Re: Newsgroup Split Organization: Martin Marietta Astronautics, Denver Lines: 26 Nntp-Posting-Host: pogo.den.mmc.com  tmc@spartan.ac.BrockU.CA (Tim Ciceran) writes:  >Chris Herringshaw (tdawson@engin.umich.edu) wrote: >: Concerning the proposed newsgroup split, I personally am not in favor of >: doing this.  I learn an awful lot about all aspects of graphics by reading >: this group, from code to hardware to algorithms.  I just think making 5 >: different groups out of this is a wate, and will only result in a few posts >: a week per group.  I kind of like the convenience of having one big forum >: for discussing all aspects of graphics.  Anyone else feel this way? >: Just curious.   >: Daemon  >What he said...  >--  Ditto here too...  >TMC >(tmc@spartan.ac.BrockU.ca)  --      __/    /       _     __   Joe noble@pogo.den.mmc.com   /_     /      /__ /  /__    /__ /  ... all the beauty of a dying vulture... _/    ____/  _/   _/  ___/  _/  _/     ...the smile of the truly stupid... ",comp.graphics
"From: livesey@solntze.wpd.sgi.com (Jon Livesey) Subject: Re: After 2000 years, can we say that Christian Morality is Organization: sgi Lines: 23 NNTP-Posting-Host: solntze.wpd.sgi.com  In article <1qkq9t$66n@horus.ap.mchp.sni.de>, frank@D012S658.uucp (Frank O'Dwyer) writes: |>  |> I'll take a wild guess and say Freedom is objectively valuable.  I base |> this on the assumption that if everyone in the world were deprived utterly |> of their freedom (so that their every act was contrary to their volition), |> almost all would want to complain.  Therefore I take it that to assert or |> believe that ""Freedom is not very valuable"", when almost everyone can see |> that it is, is every bit as absurd as to assert ""it is not raining"" on |> a rainy day.  I take this to be a candidate for an objective value, and it |> it is a necessary condition for objective morality that objective values |> such as this exist.  My own personal and highly subjective opinion is that freedom is a good thing.  However, when I here people assert that the only ""true"" freedom is in following the words of this and that Messiah, I realise that people don't even agree on the meaning of the word.  What does it mean to say that word X represents an objective value when word X has no objective meaning?  jon. ",alt.atheism
"Subject: newss From: pollarda@physc1.byu.edu Distribution: world Organization: Brigham Young University Lines: 24    I am working on a project where we are going to be including both still and moving grapics within a database.  Of course JPEG and MPEG come to mind as the formats of choice for the various files.  However, from what I read on the Net, it seems as if there are several different forms of each of these.  What I want to do, is settle on a file format which I can count on as being a standard format 10 years from now.  I know Apple is going to support Quicktime on the new Power PC's and, so this may be the format of choice.  What format does Apple's Quicktime use for their products?  I guess it is some kind of MPEG for their motion picture. Is it any different than standard MPEG files?  Thanx for any info!  Art. Pollarda@xray.byu.edu      ",comp.graphics
"From: bil@okcforum.osrhe.edu (Bill Conner) Subject: Re: Not the Omni! Nntp-Posting-Host: okcforum.osrhe.edu Organization: Okcforum Unix Users Group X-Newsreader: TIN [version 1.1 PL6] Lines: 18  Charley Wingate (mangoe@cs.umd.edu) wrote: :  : >> Please enlighten me.  How is omnipotence contradictory? :  : >By definition, all that can occur in the universe is governed by the rules : >of nature. Thus god cannot break them. Anything that god does must be allowed : >in the rules somewhere. Therefore, omnipotence CANNOT exist! It contradicts : >the rules of nature. :  : Obviously, an omnipotent god can change the rules.  When you say, ""By definition"", what exactly is being defined; certainly not omnipotence. You seem to be saying that the ""rules of nature"" are pre-existant somehow, that they not only define nature but actually cause it. If that's what you mean I'd like to hear your further thoughts on the question.  Bill ",alt.atheism
"From: squeegee@world.std.com (Stephen C. Gilardi) Subject: Need PostScript strokeadjust info Summary: Seeking algorithm for endpoint ""snapping"" Keywords: postscript emulation adjust stroke strokeadjust Organization: SQ Software via The World Public Access UNIX, Brookline, MA Lines: 31  I need information on the Display PostScript strokeadjust feature. This feature adjusts the endpoints of lines so that the displayed line looks better on low resolution devices.  The PostScript literature explains the process to some extent.  They also give an example of how to ""emulate"" strokeadjust in PostScript environments where it is absent.  The suggested emulation is to modify the coordinates of the endpoints of a line using the following formula for each coordinate:  	new_coord = (round (old_coord - 0.25)) + 0.25 	 Doing this we end up with all coordinates ending in "".25"".  From reading I thought that what they might actually do is:  	new_coord = ((trunc (old_coord * 2)) / 2) + 0.25 	 This results in all the coordinates ending in either ""0.25"" or ""0.75""  whichever is closer.  By doing some actual comparisons with Display PostScript, I find that neither of these is what DPS really uses.  Since I like how the DPS result looks better than how my stuff looks, I'd like to know if anyone who knows how DPS does it is willing/able to tell me.  Thanks,  --Steve squeegee@world.std.com  ",comp.graphics
"From: tdawson@engin.umich.edu (Chris Herringshaw) Subject: Newsgroup Split Organization: University of Michigan Engineering, Ann Arbor Lines: 11 Distribution: world NNTP-Posting-Host: po.engin.umich.edu  Concerning the proposed newsgroup split, I personally am not in favor of doing this.  I learn an awful lot about all aspects of graphics by reading this group, from code to hardware to algorithms.  I just think making 5 different groups out of this is a wate, and will only result in a few posts a week per group.  I kind of like the convenience of having one big forum for discussing all aspects of graphics.  Anyone else feel this way? Just curious.   Daemon  ",comp.graphics
"From: I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau) Subject: Re: Gospel Dating Organization: Technical University Braunschweig, Germany Lines: 93  In article <65974@mimsy.umd.edu> mangoe@cs.umd.edu (Charley Wingate) writes:   >>Well, John has a quite different, not necessarily more elaborated theology. >>There is some evidence that he must have known Luke, and that the content >>of Q was known to him, but not in a 'canonized' form. > >This is a new argument to me.  Could you elaborate a little? >   The argument goes as follows: Q-oid quotes appear in John, but not in the almost codified way they were in Matthew or Luke. However, they are considered to be similar enough to point to knowledge of Q as such, and not an entirely different source.     >>Assuming that he knew Luke would obviously put him after Luke, and would >>give evidence for the latter assumption. > >I don't think this follows.  If you take the most traditional attributions, >then Luke might have known John, but John is an elder figure in either case. >We're talking spans of time here which are well within the range of >lifetimes.   We are talking date of texts here, not the age of the authors. The usual explanation for the time order of Mark, Matthew and Luke does not consider their respective ages. It says Matthew has read the text of Mark, and Luke that of Matthew (and probably that of Mark).   As it is assumed that John knew the content of Luke's text. The evidence for that is not overwhelming, admittedly.     >>>(1)  Earlier manuscripts of John have been discovered. > >>Interesting, where and which? How are they dated? How old are they? > >Unfortunately, I haven't got the info at hand.  It was (I think) in the late >'70s or early '80s, and it was possibly as old as CE 200. >   When they are from about 200, why do they shed doubt on the order on putting John after the rest of the three?     >>I don't see your point, it is exactly what James Felder said.  They had no >>first hand knowledge of the events, and it obvious that at least two of them >>used older texts as the base of their account.  And even the association of >>Luke to Paul or Mark to Peter are not generally accepted. > >Well, a genuine letter of Peter would be close enough, wouldn't it? >   Sure, an original together with Id card of sender and receiver would be fine. So what's that supposed to say? Am I missing something?     >And I don't think a ""one step removed"" source is that bad.  If Luke and Mark >and Matthew learned their stories directly from diciples, then I really >cannot believe in the sort of ""big transformation from Jesus to gospel"" that >some people posit.  In news reports, one generally gets no better >information than this. > >And if John IS a diciple, then there's nothing more to be said. >   That John was a disciple is not generally accepted. The style and language together with the theology are usually used as counterargument.   The argument that John was a disciple relies on the claim in the gospel of John itself. Is there any other evidence for it?   One step and one generation removed is bad even in our times. Compare that to reports of similar events in our century in almost illiterate societies. Not even to speak off that believers are not necessarily the best sources.     >>It is also obvious that Mark has been edited. How old are the oldest >>manuscripts? To my knowledge (which can be antiquated) the oldest is >>quite after any of these estimates, and it is not even complete. > >The only clear ""editing"" is problem of the ending, and it's basically a >hopeless mess.  The oldest versions give a strong sense of incompleteness, >to the point where the shortest versions seem to break off in midsentence. >The most obvious solution is that at some point part of the text was lost. >The material from verse 9 on is pretty clearly later and seems to represent >a synopsys of the end of Luke. > In other words, one does not know what the original of Mark did look like and arguments based on Mark are pretty weak.   But how is that connected to a redating of John?    Benedikt ",alt.atheism
