,Unnamed: 0,text,target
1357,1357,from dariceyoyoccmonasheduau fred rice subject re islam and scientific predictions was re genocide is caused by atheism organization monash university melb australia lines 60  in cindy93apr18124333solan10solanunitno cindysolan10solanunitno cynthia kandolf writes  various quotes deleted in the interest of saving a little bit of bandwidth but i will copy the koran quote and it is he god almighty who created the night and the day and the sun and the earth  all the celetial bodies swim along each in its rounded course  holy quran 2133  as it has been pointed out this quote makes no claim about what orbits what  the idea that something orbited something had been held as true for many years before the koran was written so the fact that it says something orbits something is hardly surprising insight  my concern is with the word rounded   there are two interpretations of this word 1 it means in a circle  this is wrong although many believed it to be true at the time the koran was written  in other words it is not describing our neighborhood of the universe as it really exists but as it was thought to be at the time  this has implications which i hope are obvious to everyone 2 it means in a rounded shape which could include elipses the geometrical form which most nearly describes the orbits of the planets  this is also not a great insight  look at the shapes you see in nature  very few of them even approach a square or rectangle those are humancreated shapes  everything in nature is rounded to some degree  even the flatearthers dont try to claim earth is a rectangle  children who draw imaginary animals seldom give them rectangular bodies  we seem to instinctively recognize that nature produces rounded shapes hence the assumption that the orbits of the planets would be round hardly takes divine inspiration  it is good to remember that every translation is to some extent an interpretation so as you point out below one must really go back to the original arabic  regarding the verses relevant to nature i prefer to use dr maurice bucailles translations in his book the bible the quran and science for in general his translations are more literal   maurice bucaille translates the portion of the verse you are addressing as   each one is travelling with an orbit in its own motion  also note that the celestial bodies in the first translation quoted by you above is the translators interpolation  it is not existent in the original arabic which is why it is included in brackets   perhaps someone who can read the original arabic can eliminate one of these interpretations at any rate neither one of them is exactly impressive  youre right what the verses do contain isnt all that remarkable  however dr bucaille a surgeon thats how hes a dr thinks it is significant that the above verse contains no geocentric ideas even though geocentrism was all the rage up until the 17th century  or so and this goes for the rest of the quran as well which has about 750 verses or so regarding nature i think i remember reading once   fred rice  dariceyoyoccmonasheduau    ,0
1358,1358,subject re gamma ray bursters  where are they  from belgarathvax1mankatomsusedu organization mankato state university nntppostinghost vax1mankatomsusedu lines 67  in article 1radsrattaccessdigexnet prbaccessdigexcom pat writes    what  evidence  indicates that gamma ray bursters are very far away    given the enormous  power  i was just wondering  what if they are  quantum  black holes or something  like that  fairly close by    why would they have to be at  galactic ranges       my own pet theory is that its  flying saucers  entering  hyperspace     but the reason i am asking is that most everyone assumes  that they  are  colliding nuetron stars  or  spinning black holes  i just wondered  if any mechanism could exist  and place them  closer in    pat           well lets seei took a class on this last fall and i have no notes so ill try to wing it           heres how i understand it remember from stellar evolution that  black holes and neutron starspulsars are formed from high mass stars mstar14msun  high mass stars live fast and burn hard taking appoximately 105107 years before going nova or supernova  in this time they dont live long enough to get perturbed out of the galactic plane so any of these if assumed to be the sources of grbs will be in the plane of the galaxy           then we take the catalog of bursts that have been recieved from the various satellites around the solar system pioneer venus has one either pion 10 or 11 ginga and of course batse and we do distribution tests on our catalog  these tests all  show that the bursts have an isotropic distributionevenly spread out in a radial direction and they show signs of homogeneity ie they do not clump in any one direction  so unless we are sampling the area inside the disk of the galaxy we are sampling the universe not cool if you want to figure out what the hell caused these things  now i suppose you are saying well we stil only may be sampling from inside the disk  well not necessarily  remember we have what is more or less an interplanetary network of burst detectors with a baseline that goes waaaay out to beyond plutopioneer 11 so we should be able with all of our detectors de tect some sort of difference in angle from satellite to satellite  heres an  analogy  you see a plane overhead  you measure the angle of the plane from the origin of your arbitrary coordinate system  one of your friends a mile away sees the same plane and measures the angle from the zero point of his arbitrary system which is the same as yours  the two angles are different and you should be able to triangulate the position of your burst and maybe find a source  to my knowledge no one has been able to do this           i should throw in why halo and corona models dont work also  as i said before looking at the possible astrophysics of the bursts short timescales high energy black holes and pulsars exhibit much of this type of behavior  if this is the case as i said before these stars seem to be bound to the disk of the galaxy especially the most energetic of the these sources when you look at a simulated model where the bursts are confined to the disk but you sample out to large distances say 750 mpc you should definitely see not only an anisotropy towards you in all direction but a clumping of sources  in the direction of the  galactic center  as i said before there is none of these characteristics                    i think thats all of itif someone needs clarification or knows something that i dont know by all means correct me  i had the honor of taking the bursts class with the person who has done the modeling of these different distributions so we pretty much kicked around every possible distribution there was and some very outrageous sources colliding pulsars black holes pulsars that are slowing downstuff like that   its a fun field          complaints and corrections to belgarathvax1mankatomsusedu or  post here                                                           jeremy           ,2
1359,1359,from mccooldgptorontoedu michael mccool subject apr 20 toronto siggraph event organization university of toronto dynamic graphics project distribution na lines 48   toronto siggraph    what chances art 2d graphics and animation on the indigo  by    ken evans imagicians artware inc   when  tuesday 20 april 1993 700pm900pm   where the mcluhan centre for culture and technology        university of toronto        39a queens park crescent        toronto  who   members and nonmembers alike         nonmembers encouraged to become members  abstract  imagicians artware inc is entering into early beta site testing on silicon  graphics workstations of a new 2d abstract artwork and animation package called  chances art  the package will be described and demonstrated and some of the  technical issues will be discussed  marketing plans will be outlined  the  talk will also present some of the technical and business problems increasingly  confronting small startup software companies today and some of the  opportunities this situation presents  time after the event will be allocated for handson demonstrations to  interested parties  silicon graphics is graciously providing an indigo for  this event  myck kupka will also be demonstrating his computerized interactive  reflective stereoscope which is installed upstairs in the mcluhan centre so  feel free to drop by for a demonstration before or after the event btw be  sure to sing happy birthday myck  the names of nominees for our siggraph executive offices will be announced at  this meeting  nominations will still be open until the election at our  may 18th event call myck kupka at 4650943 or fax to 4650729    directions the mcluhan coachhouse is on the east side of queens park  crescent just north of wellesley south of st joseph st behind east of  39 queens park crescent which is the centre for mediaeval studies    for information on toronto siggraph membership contact michael mccool via 9internet mccooldgputorontoca  9voice 652807297866199786027  9fax 6531654  ,1
1360,1360,subject re dont more innocents die without the death penalty from lippardskybluccitarizonaedu james j lippard distribution worldlocal organization university of arizona nntppostinghost skybluccitarizonaedu newssoftware vaxvms vnews 141     lines 21  in article chrisb734068710baarnie chrisbtafesaeduau chris bell writes 9killing is wrong 9if you kill we will punish you 9our punishment will be to kill you   seems to be lacking in consistency  not any more so than        holding people against their will is wrong       if you hold people against their will we will punish you       our punishment will be to hold you against your will  is there any punishment which isnt something which if done by a private person to another private person for no apparent reason would lead to punishment  fines i suppose  jim lippard              lippardccitarizonaedu dept of philosophy      lippardarizvmsbitnet university of arizona tucson az 85721 ,0
1361,1361,from erniewoodyapanaorgau ernie elu subject mgr naplps  gui bbs frontends organization woody  public access linux  melbourne lines 28 xnewsreader tin version 11 pl9    hi all i am looking into methods i can use to turn my linux based bbs into a full color graphical bbs that supports pc mac linux and amiga callers  originally i was inspired by the naplps graphics standard a summary of  which hit this group about 2 weeks ago  following up on software availability of naplps supporting software i find that most terminal programs are commercial the only resonable shareware one being pp3 which runs soley on msdos machines leaving mac and amiga users to buy full commercial software if they want to try out the bbs i know i wouldnt  next most interesting possibility is to port mgr to pc mac amiga i know there is an old version of a mac port on bellcorecom that doesnt work under system 7 but i cant seem to find the source anywhere to see if i can patch it  is there a color version of mgr for linux  i know there was an alpha version of the libs out last year but i misplaced it  does anyone on this group know if mgr as been ported to pc or amiga  i cant seem to send a message to the mgr channel without it bouncing  does anyone have any other suggestions for a linux based gui bbs   thanks in advan ,1
1362,1362,from disserenginumichedu david disser subject 2d bitmap interpolation organization university of michigan lines 11 distribution world nntppostinghost vesuviusenginumichedu   yesterday i wrote a program to do bilinear interpolation ala numerical recipes with the pbmplus libraries  im pretty happy with the results but im looking for any alreadycoded nonlinear interpolation schemes before i go ahead an try to write one  any pointers     dave disser                 umcaen user services         wealth is wasted  disserenginumichedu      229 chrysler center           on the old  313 7633067              ann arbor mi 481092092 ,1
1363,1363,from nsmcaauroraalaskaedu subject mach 25 landing site bases articleid aurora1993apr51938291 organization university of alaska fairbanks lines 7 nntppostinghost acad3alaskaedu  the supersonic booms hear a few months ago over i belive san fran heading east of what i heard some new super speed mach 25 aircraft what military based int he direction of flight are there that could handle a mach 25aircraft on its landing decent odd question   michael adams nsmcaacad3alaskaedu  im not high just jacked ,2
1364,1364,from halatpoohbears jim halat subject re after 2000 years can we say that christian morality is replyto halatpoohbears jim halat lines 14  in article 1qie61fkthorusapmchpsnide frankd012s658uucp frank odwyer writes  objective morality is morality built from objective values   and organized religion is a religion built from organized values and ford tempo is a tempo built from ford values and rational response is response built from rational values and unconditional surrender is surrender built from unconditional values                uncle  bye jim halat ,3
1365,1365,from edmtwistocompaqcom ed mccreary subject re keeping spacecraft on after funding cuts inreplyto nichovnetibmcoms message of fri 23 apr 93 09 0609 bst organization compaq computer corp 91r6aqrdnvaccessdigexnet c5w5zjhhqmurdochaccvirginiaedu 919930423010821639almadenibmcom lines 14   on fri 23 apr 93 090609 bst nichovnetibmcom greg stewartnicholls said gs how about transferring control to a nonprofit organisation that is gs able to accept donations to keep craft operational  i seem to remember nasa considering this for some of the apollo equipment left on the moon but that they decided against it  or maybe not    ed mccreary                                               o edmtwistocompaqcom                                     if it were not for laughter there would be no tao   ,2
1366,1366,subject re surviving large accelerations from lphameiscalstateedu lan pham organization calif state univelectronic information services lines 25  amruth laxman al26andrewcmuedu writes  hi      i was reading through the spaceflight handbook and somewhere in  there the author discusses solar sails and the forces acting on them  when and if they try to gain an initial acceleration by passing close to  the sun in a hyperbolic orbit the magnitude of such accelerations he  estimated to be on the order of 700g he also says that this is may not  be a big problem for manned craft because humans and this was published  in 1986 have already withstood accelerations of 45g all this is very  longwinded but heres my question finally  are 45g accelerations in  fact humanly tolerable  with the aid of any mechanical devices of  course if these are possible what is used to absorb the acceleration  can this be extended to larger accelerations  are you sure 45g is the right number as far as i know pilots are blackout in dives that exceed 8g  9g 45g seems to be out of human tolerance would anybody clarify this please  lan      thanks is advance  amruth laxman   ,2
1367,1367,from ricardorchlandvnetibmcom ricardo hernandez muchado subject re rumours about 3do  disclaimer this posting represents the posters views not necessarily those of ibm nntppostinghost rs43873rchlandibmcom organization ibm rochester lines 35  in article 1993apr1912192514451microwarecom jejonesmicrowarecom james jones writes  in article 1993apr1516494011632mercuryuntedu sean mcmains mcmainsuntedu writes  in article 1993apr1514484319549rchlandibmcom ricardo hernandez  muchado ricardorchlandvnetibmcom writes     and cdis cpu doesnt help much either  i understand it is  a 68070 supposedly a variation of a 6800068010 running at something  like 7mhz  with this speed you truly need sprites    wow a 68070 id be very interested to get my hands on one of these  especially considering the fact that motorola has not yet released the  68060 which is supposedly the next in the 680x0 lineup 8d    dont get too excited signetics not motorola gave the 68070 its number  the 68070 if i understand rightly uses the 68000 instruction set and has  an onchip serial port and dma  it will run at up to 15 mhzim typing  at a computer using a 68070 running at that rate so i know that it can  do soso i seriously doubt the clock rate that ricardorchlandvnetibmcom  claims    9james jones     just because the 68070 can run upto 15mhz doesnt mean the cdi is running at that speed  i said  i understand it is a 68070 running at something like 7mhz  i am not sure but i think i read this a long time ago     anyway still with 15mhz you need sprites for a lot of tricks for making cool awesome games read psygnosis   raist  new a1200 owner   3201280 in x 200600 in y in 256000 colors from a 24bit palette  i love it new low fat sig dont email me  i dont have a valid address nor can i send email     ,1
1368,1368,from spworleynetcomcom steve worley subject re sphere from 4 points organization netcom online communication services 408 2419760 guest lines 38  bolsoncarsonuwashingtonedu edward bolson writes  boy this will be embarassing if it is trivial or an faq  given 4 points non coplanar how does one find the sphere that is center and radius exactly fitting those points  i know how to do it for a circle from 3 points but do not immediately see a  straightforward way to do it in 3d  i have checked some geometry books graphics gems and farin but am still at a loss please have mercy on me and provide the solution    its not a bad question i dont have any refs that list this algorithm either but thinking about it a bit it shouldnt be too hard  1 take three of the points and find the plane they define as well as the circle that they lie on you say you have this algorithm already  2 find the center  of this circle the line passing through this center perpendicular to the plane of the three points passes through the center of the sphere  3 repeat with the unused point and two of the original points this gives you two different lines that both pass through the spheres origin their interection is the center of the sphere  4 the radius is easy to compute its just the distance from the center to any of the original points  ill leave the math to you but this is a workable algorithm    an alternate method would be to take pairs of points the plane formed by the perpendicular bisector of each line segment pair also contains the center of the sphere three pairs will form three planes intersecting at a point this might be easier to implement  steve spworleynetcomcom ,1
1369,1369,from scornd7technetsg tang chang thai subject re interviews graphics package nntppostinghost solomontechnetsg xnewsreader tin version 11 pl9 lines 9  rene s dutch student renesecpdsharmonycernch wrote   im trying out the c graphics package interviews besides the man pages  on the classes i havent got any documentation is there anything else  around furthermore can anyone send me a small example program  which shows how to use these classes together  i would be very gratefull  you might want to try compwindowsinterviews  ,1
1370,1370,from anthonylandreneauozoneholecom anthony landreneau  subject re abortion distribution world organization ozone online operations inc dba the ozone hole bbs replyto anthonylandreneauozoneholecom anthony landreneau  lines 21  to margoliwatsonibmcom larry margolis from anthonylandreneauozoneholecom  lmthe rape has passed there is nothing that will ever take that away  lmtrue  but forcing her to remain pregnant continues the violation of lmher body for another 9 months  i see this as being unbelievably cruel  life is not a violation as for cruel killing a living being solely because it exsist that my friend is down right cold                                     anthony     slmr 21  whats the difference between an orange                         the ozone hole bbs  a private bulletin board service  5048913142 3 full service nodes  usrobotics 168k bps  10 gigs  100000 files skydive new orleans  rime network mail hub  500 usenet newsgroups please route all questions or inquiries to  postmasterozoneholecom ,3
1371,1371,from liveseysolntzewpdsgicom jon livesey subject re objective morality was re political atheists organization sgi lines 24 distribution world nntppostinghost solntzewpdsgicom  in article 1ql7utinn5sggapcaltechedu keithccocaltechedu keith allan schneider writes  liveseysolntzewpdsgicom jon livesey writes    i want to know how this omniscient being is going to perform  the feat of definitely terming actions right or wrong    if you were omniscient youd know who exactly did what and with what  purpose in mind  then with a particular goal in mind you sould be  able to methodically judge whether or not this action was in accordance  with the general goal  but now you are contradicting yourself in a pretty massive way and i dont think youve even noticed  in another part of this thread youve been telling us that the goal of a natural morality is what animals do to survive  but suppose that your omniscient being told you that the long term survival of humanity requires us to exterminate some  other species either terrestrial or alien  does that make it moral to do so  jon  ,0
1372,1372,subject xga2 info from rleberlesparc2cstpumkcedu rainer leberle distribution world organization university of missouri kansas city nntppostinghost sparc2cstpumkcedu lines 13  hi has anyone more info about the xga2 chipset hwfuncs truecolor resolutions any boards with xga2 out yet  thanks rainer    rainer leberle9                           rleberlesparc2cstpumkcedu university of kansas city mo     new mail from clintonwhitehousedcgov  no subject specified ,1
1373,1373,from cywangux1csouiucedu crying freeman subject whats a good assembly vga programming book organization university of illinois at urbana lines 9  can someone give me the title of a good vga graphics programming book please respond by email thanks  999yuan    cheyuan wang cw21219uxacsouiucedu cywangux1csouiucedu ,1
1374,1374,from mleepostroyalroadsca malcolm lee subject re a kind and loving god organization royal roads military college victoria bc lines 29   in article sandvik150493181533sandvikkentapplecom sandviknewtonapplecom kent sandvik writes  in article 1993apr1520023110206raroyalroadsca  mleepostroyalroadsca malcolm lee wrote   these laws written for the israelites gods chosen people whom god had   expressly set apart from the rest of the world  the israelites were a   direct witness to gods existence  to disobey god after knowing that god   is real would be an outright denial of god and therefore immediately punishable   remember these laws were written for a different time and applied only to    gods chosen people  but jesus has changed all of that  we are living in the   age of grace  sin is no longer immediately punishable by death  there is   repentance and there is salvation through our lord jesus christ  and not just   for a few chosen people  salvation is available to everyone jew and gentile   alike    jews wont agree with you malcolm    cheers  kent    sandviknewtonapplecom alink ksand  private activities on the net  a lot of people wont agree with me  thats their right and i respect that however to the point jews are also covered by the saving grace of jesus christ  there are jews who have become christians  this brings up another question i still have to ponder  why is there so  much antisemitism  why do people hate jews  i dont hate jews  i consider them to be like anyone else sinners we all are ,3
1375,1375,from rytg7feltnonl q van rijt subject re sphere from 4 points organization tno physics and electronics laboratory lines 26  there is another useful method based on least sqyares estimation of the sphere equation parameters  the points xyz on a spherical surface with radius r and center abc can be written as      xa2  yb2  zc2  r2  this equation can be rewritten into the following form       2ax  2by  2cz  r2  a2  b2 c2  x2  y2  z2  approximate the left hand part by   fxyz  p1x  p2x  p3z  p41  for all datapoints ic 4 determine the 4 parameters p1p4 which minimise the average error fxyz  x2  y2  z22  in numerical recipes in c can be found algorithms to solve these parameters  the best fitting sphere will have   center abc  p12 p22 p32  radius r  sqrtp4  aa  bb  cc  so at last will this solve you sphere estination problem at least for the most situations i think   quick van rijt rytg7feltnonl    ,1
1376,1376,from systemkalki33lakestrentonscus kalki dasa subject bhagavadgita 244 organization kalkis infoline bbs aiken sc usa lines 42                                  text 44                         bhogaisvaryaprasaktanam                            tayapahrtacetasam                         vyavasayatmika buddhih                           samadhau na vidhiyate    bhogato material enjoyment aisvaryaand opulence prasaktanamfor those who are attached tayaby such things apahrtacetasambewildered in mind vyavasayaatmikafixed in determination buddhihdevotional service to the lord samadhauin the controlled mind nanever vidhiyatedoes take place                                    translation  9in the minds of those who are too attached to sense enjoyment and material opulence and who are bewildered by such things the resolute determination for devotional service to the supreme lord does not take place                                    purport  9samadhi means fixed mind the vedic dictionary the nirukti says samyag adhiyate sminn atmatattvayathatmyam when the mind is fixed for understanding the self it is said to be in samadhi samadhi is never possible for persons interested in material sense enjoyment nor for those who are bewildered by such temporary things they are more or less condemned by the process of material energy  bhagavadgita as it is books of ac bhaktivedanta swami                                 dont forget to chant                                                                                            hare krishna hare krishna krishna krishna hare hare                 hare rama hare rama rama rama hare hare                                                                                     kalkis infoline bbs aiken south carolina usa                       systemkalki33lakestrentonscus                    ,3
1377,1377,from dfeganlescssejscnasagov doug egan subject re  help i need some addresses  organization lesc lines 19  in 1993apr2004130021721ncsuedu jmcockereosncsuedu mitch writes      im trying to get mailing addresses for the following companies  specifically i need addresses for their personnel offices or like bureau  the companies are  9 space industries inc  somewhere in houston           101 courageous dr            leage city tx  77573           phone 713 5386000               good luck doug    doug egan                                  its not what you got   lockheed engineering and sciences co       its what you give            houston tx                                                  tesla         email  eganblkboxcom                                       ,2
1378,1378,from yamauchicescwruedu brian yamauchi subject inflatable milelong space billboards was re vandalizing the sky organization case western reserve university lines 70 distribution world nntppostinghost yuggothcescwruedu inreplyto enzoresearchcanonozaus message of tue 20 apr 1993 223655 gmt  in article c5t05kdb6researchcanonozau enzoresearchcanonozau enzo liguori writes whats new in my opinion friday 16 april 1993  washington dc  1 space billboards is this one the spinoffs we were promised in 1950 science fiction writer robert heinlein published the man who sold the moon which involved a dispute over the sale of rights to the moon for use as billboard nasa has taken the firsteps toward this hideous vision of the future  observers were startled this spring when a nasa launch vehicle arrived at the pad with schwarzenegger painted in huge block letters on the side of the booster rockets  space marketing inc had arranged for the ad to promote arnolds latest movie  well if youre going to get upset with this you might as well direct some of this moral outrage towards glavcosmos as well  they pioneered this capitalist application of booster adverts long before nasa sign of the times a sony logo on a soyuz launcher  now space marketing is working with university of colorado and livermore engineers on a plan to place a milelong inflatable billboard in lowearth orbit  this sounds like something lowell wood would think of  does anyone know if hes involved  nasa would provide contractual launch services however since nasa bases its charge on seriously flawed cost estimates wn 26 mar 93 the taxpayers would bear most of the expense this may look like environmental vandalism but mike lawson ceo of space marketing told us yesterday that the real purpose of the project is to help the environment the platform will carry ozone monitors he explainedadvertising is just to help defray costs  this may be the purpose for the university of colorado people  my guess is that the purpose for the livermore people is to learn how to build large inflatable space structures   what do you think of this revolting and hideous attempt to vandalize the night sky it is not even april 1 anymore  if this is true i think its a great idea  learning how to build to build structures in space in an essential step towards space development and given that freedom appears to be shrinking towards the vanishing point i question whether nasas space station is going to provide much if any knowledge in this area especially if a design such as fagets wingless orbiter is chosen if such a project also monitors ozone depletion and demonstrates creative use of partial private sector funding in the process  so much the better  is nasa really supporting this junk  and does anyone have any more details other than what was in the wn news blip  how serious is this project  is this just in the wild idea stage or does it have real funding  are protesting groups being organized in the states  not yet  though if this project goes through i suppose the return of jeremy rifkin is inevitable    brian yamauchi999case western reserve university yamauchialphacescwruedu9department of computer engineering and science   ,2
1379,1379,subject re lds ricks reply from librbabyuvmbitnet organization brigham young university lines 95  in article c5kdzk497acsubuffaloedu psyrobtwubvmsdccbuffaloedu robert weiss says      just briefly on something that you mentioned in passing you refer to      differing interpretations of create and say that many christians may      not agree so what that is really irrelevant we do not base our faith      on how many people think one way or another do we the bottom line is      truth regardless of popularity of opinions     im sorry i thought we were discussing heresy  i assumed that heresy meant a departure from orthodoxy in which case generally accepted belief is indeed an important issue  in this case the definition of the word create is of great importance since creation is the issue being discussed        also i find it rather strange that in trying to persuade that created      and eternally existent are equivalent you say granted the mormon      belief you cant grant your conclusion and then expect the point to      have been addressed in order to reply to the issue you have to address      and answer the point that was raised and not just jump to the      conclusion that you grant    i should have said given the mormon belief  if you disagree with the mormon belief that creation is more a function of organization of eternally existent substance than one of ex nihilo creation then that is the important point       the bible states that lucifer was created  the bible states that jesus      is the creator of all the contradiction that we have is that the lds      belief is that jesus and lucifer were the same    correction you interpret the bible to mean something very specific by such terms       the mormon belief is that all are children of god literally there is      nothing symbolic about it this however contradicts what the bible      says the bible teaches that not everyone is a child of god     it always cracks me up when antimormons presume to tell mormons what they believe  mormons do in fact believe that all people including christ and lucifer are children of god in the sense that we were all created or organized or whatever by him  we also believe that being offspring of god has a symbolic sense when applied to being spiritually born again of him  thus the same word can be used to convey different meanings  this is how language works robert and its why making someone an offender for a word is dangerous        this is really a red herring it doesnt address any issue raised but      rather it seeks to obfuscate the fact that some groups try to read      something into the bible doesnt change what the bible teaches for       we first look to the bible to see what it teaches to discount or not      even address what the bible teaches because there are some groups that      have differing views is selfdefeating to see what the bible teaches      you have to look at the bible     on the contrary robert it is not a red herring at all to show that those who rely wholly on the bible cannot seem to agree on what it says  you say that one must simply look at the bible to see what it teaches but centuries of people doing just that have sho0wn that no one is really sure what it says are we to believe that you are the only one who really understands the scriptures       i find this rather curious when i mentioned that the mormon belief is      that jesus needed to be saved i put forward some quotes from the late      apostle bruce mcconkie the curious part is that no one addressed the      issue of jesus needing to be saved rick comes the closest with his i      have my own conclusions to addressing the point    let me clarify this one more time  you did not refer to the mormon belief that jesus needed to be saved but rather to mcconkies belief in same  we keep trying to point out to you that bruce mcconkie is not the source of mormon doctrine and you keep ignoring it see below        most of the other replies have instead hopscotched to the issue of      bruce mcconkie and whether his views were official doctrine i dont      think that it matters if mcconkies views were canon that is not the      issue  were mcconkies writings indicative of mormon belief on this      subject is the real issue the indication from rick is that they may      certainly be    on the contrary robert if you are quoting mcconkies words as mormon canon then the question of whether they are canon or not is of great importance  the fact is that they are not  whether or not they indicate general mormon belief would only be ascertainable by interviewing a large number of mormons    robert weiss psyrobtwubvmsccbuffaloedu  rick anderson  librbabyuvmbitnet  ,3
1380,1380,from siefermesteinuwashingtonedu eric sieferman subject re i dont beleive in you either organization university of washington seattle lines 15 nntppostinghost steinuwashingtonedu  in article 1993apr13213055818antiocantiochedu smauldinantiocantiochedu writes i stopped believing in you as well long before the invention of technology  god   dont listen to this guy hes just a crank  at first this business about being the one true god was tolerated by the rest of us but now it has gotten completely out of hand  besides it really isnt so bad when people stop believing in you its much more relaxing when mortals arent always begging you for favors   zeus  ,0
1381,1381,from danteshakalacom charlie prael subject re commercial mining activities on the moon organization shakala bbs clanzen radio network sunnyvale ca 14087342289 lines 10  dietzcsrochesteredu paul dietz writes   which merely evades the issue of why those lunatics are  there at all and why their children would want to stay  paul for the same reason that many other colonies are founded why not   charlie prael   danteshakalacom  shakala bbs clanzen radio network sunnyvale ca 14087342289 ,2
1382,1382,from garyke4zvuucp gary coffman subject re what if the ussr had reached the moon first replyto garyke4zvuucp gary coffman organization destructive testing systems lines 38  in article c5qiv3h0o1cscmuedu nickhcscmuedu nick haines writes in article 1993apr1809105114496ke4zvuucp garyke4zvuucp gary coffman writes    if i read you right youre saying in essence that with a larger    economy nations will have more discretionary funds to waste on a    lunar facility that was certainly partially the case with apollo    but real lunar colonies will probably require a continuing    military scientific or commercial reason for being rather than    just a we have the money why not approach  ah but the whole point is that money spent on a lunar base is not wasted on the moon its not like theyd be using 1000 1000r bills to fuel their moondozers the money to fund a lunar base would be spent in the country to which the base belonged its a way of funding hightech research just like darpa was a good excuse to fund various fields of research under the pretense that it was crucial to the defense of the country or like esprit is a good excuse for the ec to fund research under the pretense that its good for paneuropean cooperation  now maybe you think that governmentfunded research is a waste of money in fact im pretty sure you do but it does count as investment spending which does boost the economy and just look at the size of that multiplier   actually i favor government funded research it is a pump prime for a lot of basic technologies i also understand the short term value of high tech welfare programs but they cant substitute for long range wealth generation via commercial enterprise thats whats needed to maintain a healthy economy anywhere on earth or luna i dont see that long term potential on luna due to a bunch of factors i outline in another post  gary   gary coffman ke4zv              you make it      gatechwa4meike4zvgary destructive testing systems     we break it      uunetrsiatlke4zvgary 534 shannon way                 guaranteed       emorykd4ncke4zvgary  lawrenceville ga 30244                            ,2
1383,1383,from cutterglosterviamindorg cutter subject re a message for you mr president how do you know what happened distribution world organization gordian knot glosterga lines 26  bskendignetcomcom brian kendig writes   b645zawutarlgutaedu stephen tice writes    one way or another  so much for patience too bad you couldnt just   wait was the prospect of gods message just too much to take    so you believe that david koresh really is jesus christ    you know everybody scoffed at that guy they hung up on a cross too he claimed also to be the son of god and it took almost two thousand  years to forget what he preached  9love thy neighbor as thyself   anybody else wonder if those two guys setting the fires were agent  provacateurs    cutterglosterviamindorg chris     all jobs are easy                                       to the person who                                      doesnt have to do them                                                holts law ,3
1384,1384,from wingocsparadecnetfedexmsfcnasagov subject re nasa wraps organization university of houston lines 86 distribution world nntppostinghost judyuhedu newssoftware vaxvms vnews 141      in article 1993apr1014550228866itiorg awsitiorg allen w sherzer writes in article 9apr199318394890judyuhedu wingocsparadecnetfedexmsfcnasagov writes   btw universities do the same thing they however have a wrap of 10 to 15 again this is over and above any overhead charge   wrong allen the max overhead charge is all of the charge there is no seperately budgeted overhead in any shape size form or fashion    a professor at the university of virginia told me their wrap was about 15 the subcontracts i have let out and worked on for other universities are about the same my employer a nonprofit research institute does the same this is generally reffered to as the fee    i dont care who told you this it is not generally true i see every single line item on a contract and i have to sign it there is no such thing as wrap at this university i also asked around here ther is no wrap at  marquette university of wisconsin madison utah state weber state or embry riddle u i am not saying that it doees not happen but in every instance that i have been able to track down it does not also the president of our university who was provost at university of west virgina said that it did not happen there either and that this figure must be included in the overhead to be a legitimate charge  how do  i know i write proposals and have won contracts and i know to the dime what the charges are at uah for example the overhead is 366   sounds like they are adding it to their overhead rate go ask your costing people how much fee they add to a project   i did they never heard of it but suggest that like our president did that any percentage number like this is included in the overhead  if you have some numbers allen then show them else quit barking    i did dennis read the article to repeat an internal estimate done by the reston costing department says freedom can be built for about 18b a year and operated for 1b per year if all the money where spent on freedom since we spend about half a billion  more per year it looks like roughly 25 of the money is wasted now if you think im making this up you can confirm it in the anonymous editorial published a few weeks ago in space news   no allen you did not you merely repeated allegations made by an employee of the overhead capital of nasa nothing that reston does could not be dont better or cheaper at the other nasa centers  where the work is going on kinda funny isnt it that someone who talks about a problem like this is at a place where everything is overhead  this dennis is why nasa has so many problems you cant accept that anything is wrong unless you can blame it on congress oh sure youll say nasa has problems but do you believe it remember the wp 02 overrun you insisted it was all congresses fault when nasa management knew about the overrun for almost a year yet refused to act do you still blame congress for the overrun   why did the space news artice point out that it was the congressionally demanded change that caused the problems methinks that you are being  selective with the facts again  by your own numbers allen at a cost of 500 million per flight the service cost of flying shuttle to ssf is 2 billion for four flights so how did you get your one billion number   i have no idea what your trying to say here dennis     allen    if it takes four flights a year to resupply the station and you have a cost of 500 million a flight then you pay 2 billion a year you stated that your friend at reston said that with the current station they could resupply it for a billion a year if the wrap were gone this merely points out a  blatent contridiction in your numbers that understandably you fail to see  dennis university of alabama in huntsville  sorry gang but i have a deadline for a satellite so someone else is going to have to do allens math for him for a while i will have little chance to do so  ,2
